"","therapeutic_area","brand","che_pc_usd","che_perc_gdp","cluster_nl","corporation","country","launch_date","date","drug_id","ind_launch_date","indication","insurance_perc_che","population","prev_perc","price_month","price_unit","public_perc_che","target","Country_Group","Price_Group","therapeutical_cluster","indication_number","avg_price_per_year","month_number"
"384","THER_AREA_CD59","BRAND_C3A1",2.19756554307116,1.79187331926566,"BRAND_C3A1_COUNTRY_D5B9","CORP_C3C7","COUNTRY_D5B9",2016-07-01,2021-05-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.00769238621116,0.0368851233378713,-1,1.00881825959059,2.02985074626866,1.01815877383925,4,2,2,2,1.00622885897637,5
"385","THER_AREA_CD59","BRAND_EA0B",1.61298377028714,1.73147397347363,"BRAND_EA0B_COUNTRY_C51E","CORP_01C7","COUNTRY_C51E",2014-09-01,2019-03-01,"DRUG_ID_A56F","2009-07-01 00:00:00","['IND_851C']",1.10666666666667,1.00321110009025,0.0614724439425843,-1,1.29023344808193,1.86567164179104,1.09351807582243,4,2,2,1,1.05056216124771,3
"386","THER_AREA_CD59","BRAND_50D8",1.27668539325843,0.788726679557022,"BRAND_50D8_COUNTRY_5180","CORP_B3B2","COUNTRY_5180",2016-01-01,2020-11-01,"DRUG_ID_D235","-1","['IND_7671']",1.94666666666667,1.05164626312058,0.018231315598505,-1,1.00176203273886,2.01492537313433,1.009269538503,1,2,2,1,1.0023462569072,11
"387","THER_AREA_CD59","BRAND_152E",1.28792134831461,1.71670419664341,"BRAND_152E_COUNTRY_EA71","CORP_01C7","COUNTRY_EA71",2016-02-01,2017-08-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.01333333333333,1.04869532677655,0.0940042739583067,-1,0.720046570342112,1.67164179104478,1.09207175735942,2,2,2,3.5,1.05056216124771,8
"388","THER_AREA_CD59","BRAND_127B",1.05680399500624,1.25172462119196,"BRAND_127B_COUNTRY_AE54","CORP_DF1B","COUNTRY_AE54",2015-11-01,2016-03-01,"DRUG_ID_BF8E","-1","['IND_6F13', 'IND_120F']",1.52,1.89016318981826,0.0774831254085972,-1,1.00431610482928,1.64179104477612,1.00533905802405,2,2,2,2,1.00400010317723,3
"389","THER_AREA_CD59","BRAND_C21A",1.07178526841448,1.61736326000107,"BRAND_C21A_COUNTRY_C89B","CORP_D524","COUNTRY_C89B",2020-03-01,2021-11-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.44994975210589,0.0411519400985823,-1,1.00284672931322,1.67164179104478,1.00243353161372,2,2,2,2,1.00401746309055,11
"390","THER_AREA_CD59","BRAND_152E",1.76544943820225,1.82140911663524,"BRAND_152E_COUNTRY_A67D","CORP_01C7","COUNTRY_A67D",2016-01-01,2018-05-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E']",2,1.10560575561805,0.0801886862101975,-1,1.20425394101278,1.70149253731343,1.41961399458223,1,2,2,3.5,1.05056216124771,5
"391","THER_AREA_CD59","BRAND_C21A",1.21004993757803,1.06202113723527,"BRAND_C21A_COUNTRY_B6AE","CORP_7883","COUNTRY_B6AE",2014-07-01,2017-05-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.03761457190833,0.0411519400985823,-1,1.00672727762149,1.82089552238806,1.0022238412847,4,2,2,2,1.00401746309055,5
"392","THER_AREA_CD59","BRAND_B79F",1.20477007911985,1.46484869187016,"BRAND_B79F_COUNTRY_B835","CORP_BC36","COUNTRY_B835",2017-05-01,2020-07-01,"DRUG_ID_E811","2012-11-01 00:00:00","['IND_7671', 'IND_B923']",1.14666666666667,1.25975369313722,0.0205759700492911,-1,1.00282984438113,1.79013091223881,1.0148422952494,2,2,2,2,1.00314849276912,7
"393","THER_AREA_CD59","BRAND_C21A",1.01888264669164,1.15403177002888,"BRAND_C21A_COUNTRY_E319","CORP_0A4C","COUNTRY_E319",2019-07-01,2021-07-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",1.08,1.85281048910685,0.0411519400985823,-1,1.00275423288287,1.23134328358209,1.00159477029765,2,2,2,2,1.00401746309055,7
"394","THER_AREA_CD59","BRAND_7114",1.86953807740325,2.03826100240234,"BRAND_7114_COUNTRY_A67D","CORP_6095","COUNTRY_A67D",2014-12-01,2015-05-01,"DRUG_ID_5417","-1","['IND_0AE9']",2,1.10351031416538,0.0071795557778895,-1,1.29897716293081,1.76119402985075,1.2842238753051,1,2,2,1,1.19866082162244,5
"395","THER_AREA_CD59","BRAND_7114",1.76544943820225,1.82140911663524,"BRAND_7114_COUNTRY_A67D","CORP_6095","COUNTRY_A67D",2014-12-01,2018-01-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",2,1.10560575561805,0.0213554416763266,-1,1.22078086160568,1.70149253731343,1.44073776097512,1,2,2,3.5,1.19866082162244,1
"396","THER_AREA_CD59","BRAND_C3A1",1.76607365792759,1.85829255853876,"BRAND_C3A1_COUNTRY_9891","CORP_C3C7","COUNTRY_9891",2017-04-01,2018-05-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.57333333333333,1.03598562668412,0.0355173644038743,-1,1.00475768064793,1.85074626865672,1.00167292528021,1,2,2,2,1.00622885897637,5
"397","THER_AREA_CD59","BRAND_152E",1.21285892634207,1.56051627449549,"BRAND_152E_COUNTRY_88A3","CORP_01C7","COUNTRY_88A3",2016-09-01,2021-07-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",2,1.00835303924611,0.105531222820083,1.02219744607471,1.14887733314295,1.94029850746269,1.4014351446284,4,2,2,3.5,1.05056216124771,7
"398","THER_AREA_CD59","BRAND_7114",1.78870162297129,1.89413916125257,"BRAND_7114_COUNTRY_445D","CORP_6095","COUNTRY_445D",2015-06-01,2020-02-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_851C']",1,1.27393071013549,0.0836537351048857,2.047023145877,1.25780058501046,1.7910447761194,1.44073776097512,3,2,2,3.5,1.19866082162244,2
"399","THER_AREA_CD59","BRAND_E68F",1.07958801498127,1.29395297683684,"BRAND_E68F_COUNTRY_AE54","CORP_C3C7","COUNTRY_AE54",2018-10-01,2020-12-01,"DRUG_ID_E2D9","-1","['IND_6F13', 'IND_120F']",1.50666666666667,1.89016318981826,0.0808797548664527,-1,1.00536571928139,1.58208955223881,1.03025542836159,2,2,2,2,1.00401746309055,12
"400","THER_AREA_CD59","BRAND_355E",1.94085518102372,1.8228022168579,"BRAND_355E_COUNTRY_4242","CORP_F57D","COUNTRY_4242",2018-02-01,2020-07-01,"DRUG_ID_D235","-1","['IND_7671']",-0.0266666666666662,1.01113658540175,0.018231315598505,-1,1.00253387856866,2,1.00009603357334,4,2,2,1,1.0023462569072,7
"401","THER_AREA_CD59","BRAND_50D8",2.53573657927591,1.9065274290945,"BRAND_50D8_COUNTRY_3AD0","CORP_B3B2","COUNTRY_3AD0",2014-12-01,2019-03-01,"DRUG_ID_D235","-1","['IND_7671']",1.54666666666667,1.03364228408574,0.0179958921402609,-1,1.00229677745107,1.23134328358209,1.01452967531917,1,2,2,1,1.0023462569072,3
"402","THER_AREA_CD59","BRAND_C3A1",1.63951310861423,1.72908437559599,"BRAND_C3A1_COUNTRY_6F78","CORP_C3C7","COUNTRY_6F78",2016-06-01,2016-06-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.17333333333333,1.00851711180603,0.0411519400985823,-1,1.00629526341779,1.92537313432836,1.0011598097248,4,2,2,2,1.00622885897637,6
"403","THER_AREA_CD59","BRAND_C352",2.60791198501873,1.98983224549092,"BRAND_C352_COUNTRY_3AD0","CORP_01C7","COUNTRY_3AD0",2021-02-01,2022-09-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.57333333333333,1.0351073554352,0.0693873676313822,1.09082192391741,1.24984713600631,1.28358208955224,1.05725999028097,1,2,2,1,1.19598306502304,9
"404","THER_AREA_CD59","BRAND_C3A1",1.63654806491885,1.70025181762284,"BRAND_C3A1_COUNTRY_6F78","CORP_C3C7","COUNTRY_6F78",2016-06-01,2017-12-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.17333333333333,1.00864756517902,0.0411519400985823,-1,1.01127114082737,1.91044776119403,1.01826170344046,4,2,2,2,1.00622885897637,12
"405","THER_AREA_CD59","BRAND_50D8",1.13124219725343,1.43636031305196,"BRAND_50D8_COUNTRY_FA79","CORP_B3B2","COUNTRY_FA79",2014-10-01,2016-08-01,"DRUG_ID_D235","-1","['IND_7671']",1.74666666666667,1.04410213951065,0.0175648024363024,-1,1.00189586224456,1.76119402985075,1.00465047687054,1,2,2,1,1.0023462569072,8
"406","THER_AREA_CD59","BRAND_152E",1.19569288389513,0.788726679557022,"BRAND_152E_COUNTRY_5180","CORP_01C7","COUNTRY_5180",2015-11-01,2016-11-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.92,1.05091930925742,0.100104143585144,1.03383700988839,1.23922160023233,1.97014925373134,1.16759666811189,1,2,2,3.5,1.05056216124771,11
"407","THER_AREA_CD59","BRAND_C3A1",1.86688514357054,2.05919960707345,"BRAND_C3A1_COUNTRY_9891","CORP_C3C7","COUNTRY_9891",2017-04-01,2021-04-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.56,1.03689859333133,0.0368851233378713,-1,1.00428475785257,1.88059701492537,1.00315761454034,1,2,2,2,1.00622885897637,4
"408","THER_AREA_CD59","BRAND_C3A1",1.6563670411985,1.70155401560666,"BRAND_C3A1_COUNTRY_6F78","CORP_C3C7","COUNTRY_6F78",2016-06-01,2018-09-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.17333333333333,1.00875453230889,0.0411519400985823,-1,1.01279170136741,1.91044776119403,1.02436136779801,4,2,2,2,1.00622885897637,9
"409","THER_AREA_CD59","BRAND_37C0",1.34113607990012,1.82023466341432,"BRAND_37C0_COUNTRY_EA71","CORP_F476","COUNTRY_EA71",2016-07-01,2019-09-01,"DRUG_ID_8B51","-1","['IND_0AE9', 'IND_D17E']",1.01333333333333,1.04834002801643,0.007306156810744,-1,1.47593590260299,1.65671641791045,1.02229792301346,2,2,2,2,1.48395750779175,9
"410","THER_AREA_CD59","BRAND_C3A1",1.73283395755306,1.81610496636813,"BRAND_C3A1_COUNTRY_6F78","CORP_C3C7","COUNTRY_6F78",2016-06-01,2021-05-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.17333333333333,1.00893109719905,0.0411519400985823,-1,1.01152129911206,1.95522388059702,1.02934081073892,4,2,2,2,1.00622885897637,5
"411","THER_AREA_CD59","BRAND_C3A1",1.34113607990012,1.82023466341432,"BRAND_C3A1_COUNTRY_EA71","CORP_C3C7","COUNTRY_EA71",2018-10-01,2019-12-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.01333333333333,1.04834002801643,0.0332556545271559,-1,1.00549492559664,1.65671641791045,1.01053432109653,2,2,2,2,1.00622885897637,12
"412","THER_AREA_CD59","BRAND_7114",1.36189138576779,1.6749132687877,"BRAND_7114_COUNTRY_907E","CORP_6095","COUNTRY_907E",2015-05-01,2016-04-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A']",1.04,1.34753924315702,0.0198555544595525,1.79264148419034,1.19446801612148,1.80597014925373,1.20452597036435,4,2,2,3,1.19866082162244,4
"413","THER_AREA_CD59","BRAND_7114",1.13732833957553,1.42423121898822,"BRAND_7114_COUNTRY_9488","CORP_6095","COUNTRY_9488",2015-02-01,2018-05-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E', 'IND_851C']",1.77333333333333,1.27735238132499,0.0876324944985362,1.6395130000446,1.17052460287051,1.77611940298507,1.43247263924319,4,2,2,3.5,1.19866082162244,5
"414","THER_AREA_CD59","BRAND_AB75",1.68008739076155,2.00709307092565,"BRAND_AB75_COUNTRY_53A5","CORP_C3C7","COUNTRY_53A5",2019-11-01,2022-04-01,"DRUG_ID_F6C8","-1","['IND_120F', 'IND_8E8D']",1.98666666666667,1.89016318981826,0.0829739994846425,-1,1.02724404951043,2,1.44073776097512,4,2,2,2,1.02742902032246,4
"415","THER_AREA_CD59","BRAND_7114",1.21988139825218,1.09279800281411,"BRAND_7114_COUNTRY_B6AE","CORP_6095","COUNTRY_B6AE",2015-10-01,2016-06-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",-0.0266666666666662,1.03697411025406,0.0278017107110902,1.12610266244481,1.26980108639775,1.80597014925373,1.0923127831873,4,2,2,1,1.19866082162244,6
"416","THER_AREA_CD59","BRAND_C21A",1.01887631947566,1.14736793509096,"BRAND_C21A_COUNTRY_E319","CORP_0A4C","COUNTRY_E319",2019-07-01,2022-01-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",1.07445856974667,1.86768740567059,0.0411519400985823,-1,1.00280561400198,1.23134328358209,1.00018312785128,2,2,2,2,1.00401746309055,1
"417","THER_AREA_CD59","BRAND_152E",1.36626092384519,1.65893060107528,"BRAND_152E_COUNTRY_907E","CORP_01C7","COUNTRY_907E",2017-02-01,2017-02-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.04,1.34788671454919,0.0940042739583067,1.03590063773804,1.20380574460464,1.82089552238806,1.06618837567267,4,2,2,3.5,1.05056216124771,2
"418","THER_AREA_CD59","BRAND_EB01",1.21762490074906,1.55403946167762,"BRAND_EB01_COUNTRY_88A3","CORP_3999","COUNTRY_88A3",2018-05-01,2022-03-01,"DRUG_ID_0F50","2014-11-01 00:00:00","['IND_8E8D']",1.9971899472,1.00836197180033,0.0187055155038414,-1,1.00233639347625,1.9401043558209,1.00662887064467,4,2,2,1,1.00308769508336,3
"419","THER_AREA_CD59","BRAND_7114",1.09288574141698,1.32226603463831,"BRAND_7114_COUNTRY_AE54","CORP_6095","COUNTRY_AE54",2021-03-01,2022-08-01,"DRUG_ID_5417","-1","['IND_0AE9']",1.4,1.89016318981826,0.0058284157996333,-1,1.11976460000229,1.55223880597015,1.44073776097512,2,2,2,1,1.19866082162244,8
"420","THER_AREA_CD59","BRAND_C352",1.90761548064919,2.03586211156402,"BRAND_C352_COUNTRY_A67D","CORP_01C7","COUNTRY_A67D",2021-09-01,2021-10-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.97333333333333,1.10748795820909,0.0685955768477591,1.07269321678634,1.2025527734634,1.77611940298507,1.0069475418157,1,2,2,1,1.19598306502304,10
"421","THER_AREA_CD59","BRAND_EB01",1.21762490074906,1.55403946167762,"BRAND_EB01_COUNTRY_88A3","CORP_3999","COUNTRY_88A3",2018-05-01,2022-09-01,"DRUG_ID_0F50","2014-11-01 00:00:00","['IND_8E8D']",1.9971899472,1.00836197180033,0.0187055155038414,-1,1.00201619847617,1.9401043558209,1.00638265690877,4,2,2,1,1.00308769508336,9
"422","THER_AREA_CD59","BRAND_50D8",1.14887640449438,1.47390516059203,"BRAND_50D8_COUNTRY_FA79","CORP_B3B2","COUNTRY_FA79",2014-10-01,2018-12-01,"DRUG_ID_D235","-1","['IND_7671']",1.8,1.04370394131032,0.0177586822019371,-1,1.00200512750379,1.76119402985075,1.00715399039674,1,2,2,1,1.0023462569072,12
"423","THER_AREA_CD59","BRAND_C3A1",1.86688514357054,2.05919960707345,"BRAND_C3A1_COUNTRY_9891","CORP_C3C7","COUNTRY_9891",2017-04-01,2021-07-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.56,1.03689859333133,0.0368851233378713,-1,1.00452013344547,1.88059701492537,1.00511557563929,1,2,2,2,1.00622885897637,7
"424","THER_AREA_CD59","BRAND_7114",1.23096129837703,1.58207236192811,"BRAND_7114_COUNTRY_6B71","CORP_6095","COUNTRY_6B71",2015-02-01,2018-08-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",1.42666666666667,1.05167125812923,0.0207806035434418,1.63528519823396,1.17168375110421,1.52238805970149,1.00054223211754,2,2,2,3.5,1.19866082162244,8
"425","THER_AREA_CD59","BRAND_838A",1.09035580524345,1.37624424304688,"BRAND_838A_COUNTRY_5FEB","CORP_C3C7","COUNTRY_5FEB",2017-11-01,2019-05-01,"DRUG_ID_45DC","2017-01-01 00:00:00","['IND_6F13', 'IND_120F']",1.48,1.89016318981826,0.0411519400985823,-1,1.00286610505954,1.62686567164179,1.01001762982296,4,2,2,2,1.00622885897637,5
"426","THER_AREA_CD59","BRAND_C3A1",1.85112359550562,1.50319918661586,"BRAND_C3A1_COUNTRY_06E4","CORP_C3C7","COUNTRY_06E4",2017-02-01,2019-05-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1,1.00317782860236,0.029590718575633,-1,1.00559343479411,1.85074626865672,1.00486399832616,4,2,2,2,1.00622885897637,5
"427","THER_AREA_CD59","BRAND_152E",1.30711610486891,1.74316786264909,"BRAND_152E_COUNTRY_EA71","CORP_01C7","COUNTRY_EA71",2016-02-01,2018-08-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.01333333333333,1.04848651693857,0.0953716681009879,-1,0.720046570342112,1.65671641791045,1.11510945481234,2,2,2,3.5,1.05056216124771,8
"428","THER_AREA_CD59","BRAND_C3A1",1.84285268414482,1.4644729804544,"BRAND_C3A1_COUNTRY_06E4","CORP_C3C7","COUNTRY_06E4",2017-02-01,2020-07-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1,1.00368705870005,0.0299556779060208,-1,1.00530696648117,1.86567164179104,1.00638597721849,4,2,2,2,1.00622885897637,7
"429","THER_AREA_CD59","BRAND_37C0",1.36079900124844,1.95581448303085,"BRAND_37C0_COUNTRY_EA71","CORP_F476","COUNTRY_EA71",2016-07-01,2021-04-01,"DRUG_ID_8B51","-1","['IND_0AE9', 'IND_D17E']",1.01333333333333,1.04840921184928,0.007481873158107,-1,1.47593590260299,1.70149253731343,1.01295508228826,2,2,2,2,1.48395750779175,4
"430","THER_AREA_CD59","BRAND_D72F",1.06664446401373,1.52749465978934,"BRAND_D72F_COUNTRY_C89B","CORP_01C7","COUNTRY_C89B",2022-10-01,2022-11-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",-0.0266666666666662,1.45483681129935,0.0512918337451183,-1,1.08453172698861,1.67598078059702,1.01726458960066,2,2,2,1,1.19598306502304,11
"431","THER_AREA_CD59","BRAND_CF4C",1.04369538077403,1.24630133990291,"BRAND_CF4C_COUNTRY_84C8","CORP_F82D","COUNTRY_84C8",2015-05-01,2016-11-01,"DRUG_ID_F812","2002-10-01 00:00:00","['IND_7671']",1.36,1.21740478470487,0.0205759700492911,-1,1.0022453478727,1.65671641791045,1.00057441358095,2,2,2,1,1.0018849849304,11
"432","THER_AREA_CD59","BRAND_1E6F",1.01734328387953,1.10930834191723,"BRAND_1E6F_COUNTRY_4647","CORP_01C7","COUNTRY_4647",2022-05-01,2022-06-01,"DRUG_ID_1A21","2022-06-01 00:00:00","['IND_120F', 'IND_8E8D']",1.22666666666667,1.89016318981826,0.0411519400985823,-1,1.00500130997426,1.56716417910448,1.01100417138522,2,2,2,2,1.00242808282594,6
"433","THER_AREA_CD59","BRAND_C352",1.68008739076155,2.00709307092565,"BRAND_C352_COUNTRY_53A5","CORP_01C7","COUNTRY_53A5",2021-05-01,2022-04-01,"DRUG_ID_0C4E","-1","['IND_632E', 'IND_851C']",1.98666666666667,1.89016318981826,0.131278933185932,1.09084422245016,1.22971812356181,2,1.44073776097512,4,2,2,2,1.19598306502304,4
"434","THER_AREA_CD59","BRAND_D72F",1.06310081148564,1.15903496421397,"BRAND_D72F_COUNTRY_3F0E","CORP_01C7","COUNTRY_3F0E",2021-10-01,2022-07-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1,1.24109808261606,0.0176716673573091,-1,1.12076595980759,1.53027509268657,1.00436960291385,4,2,2,1,1.19598306502304,7
"435","THER_AREA_CD59","BRAND_37C0",1.34207240948814,1.79477920645814,"BRAND_37C0_COUNTRY_EA71","CORP_F476","COUNTRY_EA71",2016-07-01,2020-12-01,"DRUG_ID_8B51","-1","['IND_0AE9', 'IND_D17E']",1.01333333333333,1.04834075652873,0.0073912547639444,-1,1.47593590260299,1.65671641791045,1.05163337017515,2,2,2,2,1.48395750779175,12
"436","THER_AREA_CD59","BRAND_152E",1.44803370786517,1.94113609212623,"BRAND_152E_COUNTRY_907E","CORP_01C7","COUNTRY_907E",2017-02-01,2021-10-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.04,1.35525872091933,0.0987192594260923,1.02867888626262,1.19848167701908,1.83582089552239,1.44073776097512,4,2,2,3.5,1.05056216124771,10
"437","THER_AREA_CD59","BRAND_7114",1.63951310861423,1.72908437559599,"BRAND_7114_COUNTRY_6F78","CORP_6095","COUNTRY_6F78",2014-09-01,2016-01-01,"DRUG_ID_5417","-1","['IND_0AE9']",1.17333333333333,1.00851711180603,0.0044937944252631,1.89351112696785,1.23277745317628,1.92537313432836,1.20854763165628,4,2,2,1,1.19866082162244,1
"438","THER_AREA_CD59","BRAND_7114",1.1480961298377,1.43483439450094,"BRAND_7114_COUNTRY_9488","CORP_6095","COUNTRY_9488",2015-02-01,2019-04-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E', 'IND_851C']",1.81333333333333,1.2770908785235,0.0887558896195332,1.6395130000446,1.18956988255707,1.80597014925373,1.44073776097512,4,2,2,3.5,1.19866082162244,4
"439","THER_AREA_CD59","BRAND_C3A1",1.73033707865169,1.82359624528987,"BRAND_C3A1_COUNTRY_9891","CORP_C3C7","COUNTRY_9891",2017-04-01,2017-11-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.57333333333333,1.03548056069651,0.0350194360177644,-1,1.00465052273841,1.82089552238806,1.00101346068884,1,2,2,2,1.00622885897637,11
"440","THER_AREA_CD59","BRAND_C21A",1.21988139825218,1.09279800281411,"BRAND_C21A_COUNTRY_B6AE","CORP_7883","COUNTRY_B6AE",2014-07-01,2016-07-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.03697411025406,0.0411519400985823,-1,1.00672678594872,1.80597014925373,1.00054529701882,4,2,2,2,1.00401746309055,7
"441","THER_AREA_CD59","BRAND_7114",1.06507490636704,1.1600732750464,"BRAND_7114_COUNTRY_221C","CORP_6095","COUNTRY_221C",2016-04-01,2016-12-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_851C']",1.73333333333333,1.6225099025311,0.0338962906669545,1.75903313561968,1.0724556629034,1.91044776119403,1.31816127173379,2,2,2,2,1.19866082162244,12
"442","THER_AREA_CD59","BRAND_C3A1",1.87297128589263,1.79319089231399,"BRAND_C3A1_COUNTRY_4242","CORP_C3C7","COUNTRY_4242",2016-07-01,2017-03-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.01039962070338,0.0350194360177644,-1,1.00871491873843,2,1.00400940168683,4,2,2,2,1.00622885897637,3
"443","THER_AREA_CD59","BRAND_7114",1.76014357053683,1.87247755806598,"BRAND_7114_COUNTRY_445D","CORP_6095","COUNTRY_445D",2015-06-01,2018-12-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_851C']",1,1.26527780943173,0.0813476819436336,-1,1.26952303651256,1.7910447761194,1.44073776097512,3,2,2,3.5,1.19866082162244,12
"444","THER_AREA_CD59","BRAND_C3A1",1.46282771535581,1.91848848831666,"BRAND_C3A1_COUNTRY_907E","CORP_C3C7","COUNTRY_907E",2017-08-01,2022-07-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.04,1.35627805864089,0.0344056720861394,-1,1.00479314142118,1.84370648044776,1.0753835455769,4,2,2,2,1.00622885897637,7
"445","THER_AREA_CD59","BRAND_152E",1.07958801498127,1.29395297683684,"BRAND_152E_COUNTRY_AE54","CORP_01C7","COUNTRY_AE54",2018-01-01,2020-07-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_176A', 'IND_632E', 'IND_0AE9']",1.50666666666667,1.89016318981826,0.0381615251648489,-1,1.15923032189177,1.58208955223881,1.44073776097512,2,2,2,3.5,1.05056216124771,7
"446","THER_AREA_CD59","BRAND_C352",1.46832084893883,1.69075029532679,"BRAND_C352_COUNTRY_4D48","CORP_01C7","COUNTRY_4D48",2022-03-01,2022-09-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.62666666666667,1.39223346448238,0.0500230184603595,-1,1.12773794669954,1.6865671641791,1.12473047379285,2,2,2,1,1.19598306502304,9
"447","THER_AREA_CD59","BRAND_152E",1.30711610486891,1.74316786264909,"BRAND_152E_COUNTRY_EA71","CORP_01C7","COUNTRY_EA71",2016-02-01,2018-07-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.01333333333333,1.04848651693857,0.0953716681009879,-1,0.720046570342112,1.65671641791045,1.12285902285543,2,2,2,3.5,1.05056216124771,7
"448","THER_AREA_CD59","BRAND_951E",1.1415418227216,1.87388920304516,"BRAND_951E_COUNTRY_4253","CORP_6095","COUNTRY_4253",2015-02-01,2018-07-01,"DRUG_ID_5417","-1","['IND_851C']",1,1.89016318981826,0.0401093575903422,1.57533782277126,1.207559017345,1.37313432835821,1.44073776097512,4,2,2,1,1.19866082162244,7
"449","THER_AREA_CD59","BRAND_7114",1.24547440699126,1.6156953433643,"BRAND_7114_COUNTRY_6B71","CORP_6095","COUNTRY_6B71",2015-02-01,2019-08-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E', 'IND_851C']",1.41333333333333,1.05118317972389,0.0930447493358306,1.63528519823396,1.16116276381327,1.52238805970149,1.0016966782651,2,2,2,3.5,1.19866082162244,8
"450","THER_AREA_CD59","BRAND_152E",1.21285892634207,1.56051627449549,"BRAND_152E_COUNTRY_88A3","CORP_01C7","COUNTRY_88A3",2016-09-01,2021-03-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",2,1.00835303924611,0.105531222820083,1.02219744607471,1.15130314682472,1.94029850746269,1.17042253459378,4,2,2,3.5,1.05056216124771,3
"451","THER_AREA_CD59","BRAND_E68F",1.08629837702871,1.32659985779197,"BRAND_E68F_COUNTRY_AE54","CORP_C3C7","COUNTRY_AE54",2018-10-01,2021-08-01,"DRUG_ID_E2D9","-1","['IND_6F13', 'IND_120F']",1.45333333333333,1.89016318981826,0.0819148036060366,-1,1.00204005654138,1.56716417910448,1.0594187302349,2,2,2,2,1.00401746309055,8
